,id,title,popularity,overview,tagline,keywords,cast,genres,combined
1459,291,Riding Giants,2.203949,skateboard guru stacy peralta big wave surfers,,extremsport surfer surfboard california lifestyle wave sea beach ocean sun hawaii,jeffclark darrickdoerner lairdhamilton davekalama davidhkalamajr brianlkeaulana buzzykerbox tituskinimaka gerrylopez mickeymunoz gregnoll evanslater kellyslater darrylvirostko,documentary,skateboard guru stacy peralta big wave surfers  extremsport surfer surfboard california lifestyle wave sea beach ocean sun hawaii jeffclark darrickdoerner lairdhamilton davekalama davidhkalamajr brianlkeaulana buzzykerbox tituskinimaka gerrylopez mickeymunoz gregnoll evanslater kellyslater darrylvirostko documentary
1460,5460,Cruel Intentions 3,3.319071,college prep school make wagers seducing naive,good things come,manipulation nudity sex female sequel teenager,kerrsmith kristinaanapau nathanwetherington melissayvonnelewis natalieramsey michaelpemberton taracarroll williamgregorylee aaronmcpherson alexdonnelley charlieweber tomparker,drama thriller romance,college prep school make wagers seducing naive good things come manipulation nudity sex female sequel teenager kerrsmith kristinaanapau nathanwetherington melissayvonnelewis natalieramsey michaelpemberton taracarroll williamgregorylee aaronmcpherson alexdonnelley charlieweber tomparker drama thriller romance
1461,4896,Muxmäuschenstill,0.338723,pseudo documentary study archetypal german sexual order,,murder berlin vigilantism arrogance idealism,janhenrikstahlberg fritzroth wandaperdelwitz joachimkretzer dieterdost wolfganggrindemann markusvonlingen oliverurbanski kathrinspielvogel michaeljahnke jürgenruoff milenadreißig lydiastange fleuersmarsh laurasantisogil katharinagräfe karinkuschik ruwenschneider alexanderwüst jaserabib christophkottenkamp raineradker niklaskohrt addimünstermann siegfriedeffenberger torstenschwick günthervolkmann ruthpetschke luciachiarla christophzrenner sonjaheinrich sybillewagner nicoleciroth juliettedipplet throstenloeb zenokakuschke randyheld sahandyousefimoridami sofianmakhkouji henninggrübl clausrickert sándorsöth szilviaruszev holgergronemann markusletto attilasökmen adanurfesih saschaweikert vespavasic gertrudmeyer dominikweber robertmatuszewski chantalsommerfeld jeffreyott kristinaborm christophhuber julianbölting stefanieholletschek sebastianschönwald fabianschönwald vivenmachui clausfleischhauer elviathomas gabrielebölting ulischickentanz annikakrause ingofischer silviokraft silvietreml ulimelcher rainerrüßmann philipphallenberger michaelmeier hansdieterstallmann peterrettenbach peterhoffmann dirkwächter wolframfleischhauer berndköppe martinklodzinski mehmetyilmaz cemsultanungan ursulawille brittajasper siegfriedbrandstetter christiangaebler raulgonzales neneatriebel eddyscheuzger felinelange hansjürgenkreiß veronikawildt wolfgangfenner paulusclemens bärbelliesecke fikertabdurahmanovic bettinaschröder tatyanafesenko garbiellaschmidt michaelborbonus franzschmidt berndbartelmess nataliefesenko eduardfesenko mariannewolf nicoleniketta dietergericke süreyasendey uckesenhakan juttagarlipp gunnarbaginski mirijamschroth jacobstrasser jürgersücker markuswill joachimdavid michaelkloos michaelreitz fritzwilhelmmeischke karstenkuschel petersander claudiastahlberg katjahildebrandt martinzemlin christopherpötsch sabrinamoschütz felixgalan philipppühlmann jenifferbusse tracyrodtke franziskalajow marcelböcker engelbertvonnordhausen urlichmeyer stefanraab mariettaslomka ulrichwickert,comedy drama,pseudo documentary study archetypal german sexual order  murder berlin vigilantism arrogance idealism janhenrikstahlberg fritzroth wandaperdelwitz joachimkretzer dieterdost wolfganggrindemann markusvonlingen oliverurbanski kathrinspielvogel michaeljahnke jürgenruoff milenadreißig lydiastange fleuersmarsh laurasantisogil katharinagräfe karinkuschik ruwenschneider alexanderwüst jaserabib christophkottenkamp raineradker niklaskohrt addimünstermann siegfriedeffenberger torstenschwick günthervolkmann ruthpetschke luciachiarla christophzrenner sonjaheinrich sybillewagner nicoleciroth juliettedipplet throstenloeb zenokakuschke randyheld sahandyousefimoridami sofianmakhkouji henninggrübl clausrickert sándorsöth szilviaruszev holgergronemann markusletto attilasökmen adanurfesih saschaweikert vespavasic gertrudmeyer dominikweber robertmatuszewski chantalsommerfeld jeffreyott kristinaborm christophhuber julianbölting stefanieholletschek sebastianschönwald fabianschönwald vivenmachui clausfleischhauer elviathomas gabrielebölting ulischickentanz annikakrause ingofischer silviokraft silvietreml ulimelcher rainerrüßmann philipphallenberger michaelmeier hansdieterstallmann peterrettenbach peterhoffmann dirkwächter wolframfleischhauer berndköppe martinklodzinski mehmetyilmaz cemsultanungan ursulawille brittajasper siegfriedbrandstetter christiangaebler raulgonzales neneatriebel eddyscheuzger felinelange hansjürgenkreiß veronikawildt wolfgangfenner paulusclemens bärbelliesecke fikertabdurahmanovic bettinaschröder tatyanafesenko garbiellaschmidt michaelborbonus franzschmidt berndbartelmess nataliefesenko eduardfesenko mariannewolf nicoleniketta dietergericke süreyasendey uckesenhakan juttagarlipp gunnarbaginski mirijamschroth jacobstrasser jürgersücker markuswill joachimdavid michaelkloos michaelreitz fritzwilhelmmeischke karstenkuschel petersander claudiastahlberg katjahildebrandt martinzemlin christopherpötsch sabrinamoschütz felixgalan philipppühlmann jenifferbusse tracyrodtke franziskalajow marcelböcker engelbertvonnordhausen urlichmeyer stefanraab mariettaslomka ulrichwickert comedy drama
1462,3509,A Scanner Darkly,11.643025999999999,nottoodistant future becomes involved dangerous new drug,ok everything going,dream schizophrenic cocaine surveillance detective assignment based corporation substance future condition california drug cyberpunk test undercover neonoir dystopia exam novel totalitarian brain on,keanureeves winonaryder woodyharrelson robertdowneyjr mitchbaker stevenchesterprince natashavaldez angelarawna chambleeferguson melodychase rorycochrane turkpipkin dameonclarke jasondouglas marcoperella alexjones,animation sciencefiction thriller,nottoodistant future becomes involved dangerous new drug ok everything going dream schizophrenic cocaine surveillance detective assignment based corporation substance future condition california drug cyberpunk test undercover neonoir dystopia exam novel totalitarian brain on keanureeves winonaryder woodyharrelson robertdowneyjr mitchbaker stevenchesterprince natashavaldez angelarawna chambleeferguson melodychase rorycochrane turkpipkin dameonclarke jasondouglas marcoperella alexjones animation sciencefiction thriller
1463,986,Chimes at Midnight,7.076799,young prince hal circa 14001413 shakespeares sir,,shakespeare double life king confilct england henry vice virtue iv generations,orsonwelles jeannemoreau margaretrutherford johngielgud marinavlady walterchiari michaelaldridge tonybeckley jeremyrowe normanrodway keithbaxter alanwebb fernandorey josénieto andrewfaulds chetejada patrickbedford ralphrichardson ingridpitt,comedy drama history,young prince hal circa 14001413 shakespeares sir  shakespeare double life king confilct england henry vice virtue iv generations orsonwelles jeannemoreau margaretrutherford johngielgud marinavlady walterchiari michaelaldridge tonybeckley jeremyrowe normanrodway keithbaxter alanwebb fernandorey josénieto andrewfaulds chetejada patrickbedford ralphrichardson ingridpitt comedy drama history
1464,70,Million Dollar Baby,14.471373000000002,dunn daughter trainer frankie isnt prepared boxer,beyond feeling hope,protagonist boxing woman female suicide and strong advancement training fate of stroke dying attempt boxer trainer determination sport death transporter,clinteastwood hilaryswank morganfreeman jaybaruchel mikecolter luciarijker bríanfobyrne anthonymackie margomartindale rikilindhome michaelpeña benitomartinez brucemacvittie davidpowledge joedangerio marcuschait tommccleister ericagrant naveen morganeastwood jamisonyang susankrebs vjfoster stevenmporter minglo miguelpérez jimcantafio tedgrossman nedeisenberg marcorodríguez markthomason briantfinney spicewilliamscrosby kimstrauss kirstenberman jimmyalioto jasonwilliams ninaavetisova michaelbentt brucegerardbrown mckaystewart judeciccolella kimberlyestrada seanlograsso mahermcclung robertmcmurrer michaelsaglimbeni seanokane vladimirrajcic,drama,dunn daughter trainer frankie isnt prepared boxer beyond feeling hope protagonist boxing woman female suicide and strong advancement training fate of stroke dying attempt boxer trainer determination sport death transporter clinteastwood hilaryswank morganfreeman jaybaruchel mikecolter luciarijker bríanfobyrne anthonymackie margomartindale rikilindhome michaelpeña benitomartinez brucemacvittie davidpowledge joedangerio marcuschait tommccleister ericagrant naveen morganeastwood jamisonyang susankrebs vjfoster stevenmporter minglo miguelpérez jimcantafio tedgrossman nedeisenberg marcorodríguez markthomason briantfinney spicewilliamscrosby kimstrauss kirstenberman jimmyalioto jasonwilliams ninaavetisova michaelbentt brucegerardbrown mckaystewart judeciccolella kimberlyestrada seanlograsso mahermcclung robertmcmurrer michaelsaglimbeni seanokane vladimirrajcic drama
1465,205,Hotel Rwanda,10.262332,hotel world owner paul rusesabagina houses went,world closed opened,united slaughter body cruelty murder in atrocity militia death nations dead refugee genocide african violence camp rwanda,doncheadle sophieokonedo nicknolte fanamokoena joaquinphoenix jeanreno desmonddube ofentsemodiselle mathabopieterson hakeemkaekazim tonykgoroge lebomashile antoniodavidlyons leletikhumalo neilmccarthy mabuthokidsithole jeremiahndlovu mosakaiser davidohara lennoxmathabathe mothusimagano simomogwaza caraseymour robertocitran mduduzimabaso harrietlenabe xolanimali rosiemotene,drama history war,hotel world owner paul rusesabagina houses went world closed opened united slaughter body cruelty murder in atrocity militia death nations dead refugee genocide african violence camp rwanda doncheadle sophieokonedo nicknolte fanamokoena joaquinphoenix jeanreno desmonddube ofentsemodiselle mathabopieterson hakeemkaekazim tonykgoroge lebomashile antoniodavidlyons leletikhumalo neilmccarthy mabuthokidsithole jeremiahndlovu mosakaiser davidohara lennoxmathabathe mothusimagano simomogwaza caraseymour robertocitran mduduzimabaso harrietlenabe xolanimali rosiemotene drama history war
1466,118,Charlie and the Chocolate Factory,22.038404999999997,magnificent chocolate factory unusual candy maker young,willy wonka semisweet,novel candy worker relationship overweight grandson england son father teacher on based factory grandfather london parent child chocolate,johnnydepp freddiehighmore davidkelly annasophiarobb juliawinter jordanfry philipwiegratz helenabonhamcarter noahtaylor missipyle jamesfox christopherlee adamgodley franziskatroegner deeproy lizsmith eileenessell davidmorris nitinganatra shelleyconn chriscresswell philipphilmar tonykirwood harrytaylor francescahunt geoffreyholder toddboyce kevineldon markheap oscarjames annettebadland déboramonteiro,adventure comedy family fantasy,magnificent chocolate factory unusual candy maker young willy wonka semisweet novel candy worker relationship overweight grandson england son father teacher on based factory grandfather london parent child chocolate johnnydepp freddiehighmore davidkelly annasophiarobb juliawinter jordanfry philipwiegratz helenabonhamcarter noahtaylor missipyle jamesfox christopherlee adamgodley franziskatroegner deeproy lizsmith eileenessell davidmorris nitinganatra shelleyconn chriscresswell philipphilmar tonykirwood harrytaylor francescahunt geoffreyholder toddboyce kevineldon markheap oscarjames annettebadland déboramonteiro adventure comedy family fantasy
1467,1280,3-Iron,12.949881,empty one man ostensibly mansion owners get,,triangle golf violent relationship life of ones wife burglar husband seoul mannequin jealousy prison love,leeseungyeon jaehee kwonhyukho choijeongho leemisuk leejuseok moonsunghyuk jangjaeyong rheedahhae parkjiah jujinmo,drama romance crime,empty one man ostensibly mansion owners get  triangle golf violent relationship life of ones wife burglar husband seoul mannequin jealousy prison love leeseungyeon jaehee kwonhyukho choijeongho leemisuk leejuseok moonsunghyuk jangjaeyong rheedahhae parkjiah jujinmo drama romance crime
1468,421,The Life Aquatic with Steve Zissou,6.936677,film ’ life ocean adventure documentary maker,weirder life gets,ship film cynic loss of ocean red making mother cap,billmurray anjelicahuston cateblanchett willemdafoe owenwilson jeffgoldblum michaelgambon noahtaylor budcort seujorge matthewgraygubler antoniomonda isabellablow seymourcassel robyncohen warisahluwalia,adventure comedy drama,film ’ life ocean adventure documentary maker weirder life gets ship film cynic loss of ocean red making mother cap billmurray anjelicahuston cateblanchett willemdafoe owenwilson jeffgoldblum michaelgambon noahtaylor budcort seujorge matthewgraygubler antoniomonda isabellablow seymourcassel robyncohen warisahluwalia adventure comedy drama
1469,2567,The Aviator,9.86738,aviation pioneer howard hughes successful film producer,beginning men sky,pilot ladykiller aviation congress flying test phobia womanizer biography us flight boat,leonardodicaprio cateblanchett katebeckinsale johncreilly alecbaldwin alanalda ianholm judelaw kelligarner dannyhuston brentspiner willemdafoe gwenstefani adamscott mattross francesconroy stanleydesantis keithcampbell amysloan kevinorourke nelliesciutto edwardherrmann kennethwelsh jcmackenzie jacobdavich samhennings vincegiordano jasoncavalier rufuswainwright loudonwainwrightiii marthawainwright aldubois johnkoensgen harrystandjofski josiemaran joechrest justinshilton arthurholden josephpreidy stéphanedemers yvesjacques chrisufland sebastiantillinger jamesbradford francescascorsese alantoy joecobden lindasmith davidpurdham alanfawcett lisabronwynmoore emmacampbell vincentlaresca mattholland dennisstjohn alvandecruys jamesrae kathleenmcauliffe terryhaig daniellefranke meghanelizabeth elizabethdecicco elisadyann isabellechampeau alcoronel,drama,aviation pioneer howard hughes successful film producer beginning men sky pilot ladykiller aviation congress flying test phobia womanizer biography us flight boat leonardodicaprio cateblanchett katebeckinsale johncreilly alecbaldwin alanalda ianholm judelaw kelligarner dannyhuston brentspiner willemdafoe gwenstefani adamscott mattross francesconroy stanleydesantis keithcampbell amysloan kevinorourke nelliesciutto edwardherrmann kennethwelsh jcmackenzie jacobdavich samhennings vincegiordano jasoncavalier rufuswainwright loudonwainwrightiii marthawainwright aldubois johnkoensgen harrystandjofski josiemaran joechrest justinshilton arthurholden josephpreidy stéphanedemers yvesjacques chrisufland sebastiantillinger jamesbradford francescascorsese alantoy joecobden lindasmith davidpurdham alanfawcett lisabronwynmoore emmacampbell vincentlaresca mattholland dennisstjohn alvandecruys jamesrae kathleenmcauliffe terryhaig daniellefranke meghanelizabeth elizabethdecicco elisadyann isabellechampeau alcoronel drama
1470,1901,In Good Company,7.684185,supervisor dans new becomes romantically involved 18,hes rich young,midlife bad crisis boss daughter,tophergrace scarlettjohansson dennisquaid marghelgenberger davidpaymer clarkgregg philipbakerhall kevinchapman selmablair frankiefaison tyburrell amyaquino enriquecastillo malcolmmcdowell johncho,comedy drama romance,supervisor dans new becomes romantically involved 18 hes rich young midlife bad crisis boss daughter tophergrace scarlettjohansson dennisquaid marghelgenberger davidpaymer clarkgregg philipbakerhall kevinchapman selmablair frankiefaison tyburrell amyaquino enriquecastillo malcolmmcdowell johncho comedy drama romance
1471,842,The Assassination of Richard Nixon,10.107677,brother turns away united states lost everything,true man mad,dealing panthers dealer mechanic hostage cheating social wife suicide husband hijacking depression black bernstein house vietnam airplane car murder breakdown salesclerk war issues president attempted white corruption divorce attempt tape planned usa leonard delusion revenge credit watergate marriage scandal despair loan mission airport disillusion relationship mental humiliation robbery audio brother unsociability,seanpenn naomiwatts doncheadle jackthompson nicksearcy michaelwincott mykeltiwilliamson aprilgrace lilyknight jareddorrance jennamilton mariahmassa eileenryan derekgreene joemarinelli robertkennethcooper tracymiddendorf kennethwhite brettrickaby jamesmorrisonreese frankbrownjr jamescarraway jayjacobus kathrynhowell denisebalthropcassidy garylmack melissasaltzman bradwilliamhenke jcmackenzie,drama history thriller,brother turns away united states lost everything true man mad dealing panthers dealer mechanic hostage cheating social wife suicide husband hijacking depression black bernstein house vietnam airplane car murder breakdown salesclerk war issues president attempted white corruption divorce attempt tape planned usa leonard delusion revenge credit watergate marriage scandal despair loan mission airport disillusion relationship mental humiliation robbery audio brother unsociability seanpenn naomiwatts doncheadle jackthompson nicksearcy michaelwincott mykeltiwilliamson aprilgrace lilyknight jareddorrance jennamilton mariahmassa eileenryan derekgreene joemarinelli robertkennethcooper tracymiddendorf kennethwhite brettrickaby jamesmorrisonreese frankbrownjr jamescarraway jayjacobus kathrynhowell denisebalthropcassidy garylmack melissasaltzman bradwilliamhenke jcmackenzie drama history thriller
1472,79008,Jinxed!,0.019441999999999997,willie harold young blackjack dealer around lounge,,,bettemidler kenwahl riptorn jackelam,comedy,willie harold young blackjack dealer around lounge   bettemidler kenwahl riptorn jackelam comedy
1473,34326,"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity",2.11911,postwar japan shozo hirono teeming black markets,,betrayal,buntasugawara hirokimatsukata kunietanaka eikonakamura tamiokawaji goroibuki toshiekimura nobuokaneko mayuminagisa asaouchida shinichirômikami hiroshinawa shinjitakano harumisone kinjinakamura shôtarôhayashi seizôfukumoto tsunehikowatase,action drama crime,postwar japan shozo hirono teeming black markets  betrayal buntasugawara hirokimatsukata kunietanaka eikonakamura tamiokawaji goroibuki toshiekimura nobuokaneko mayuminagisa asaouchida shinichirômikami hiroshinawa shinjitakano harumisone kinjinakamura shôtarôhayashi seizôfukumoto tsunehikowatase action drama crime
1474,59143,Mikey and Nicky,0.4155970000000001,stole mob money childhood friend smalltime bookie,,director woman,peterfalk johncassavetes nedbeatty rosearrick carolgrace williamhickey sanfordmeisner joycevanpatten memmetwalsh,drama action crime,stole mob money childhood friend smalltime bookie  director woman peterfalk johncassavetes nedbeatty rosearrick carolgrace williamhickey sanfordmeisner joycevanpatten memmetwalsh drama action crime
1475,2091,The Badge,5.577591,high ranking politicians may sheriff thornton begins,,sheriff prostitute town small louisiana campaign transsexuality election,billybobthornton patriciaarquette selaward williamdevane marcuslylebrown raymckinnon tombower audreymarieanderson juliehagerty johnmcconnell jenamalone,crime thriller,high ranking politicians may sheriff thornton begins  sheriff prostitute town small louisiana campaign transsexuality election billybobthornton patriciaarquette selaward williamdevane marcuslylebrown raymckinnon tombower audreymarieanderson juliehagerty johnmcconnell jenamalone crime thriller
1476,8422,Rocco and His Brothers,4.216019999999999,simone fifth son vincenzo already lives ciro,impact breathtaking realism,mother prostitute work widow relationship boxer milan illegal murder son matriarch class brother prostitution working love,alaindelon anniegirardot renatosalvatori katinapaxinou spirosfocás roccovidolazzi claudiacardinale alessandrapanaro maxcartier corradopani claudiamori adrianaasti enzofiermonte ninocastelnuovo rosarioborelli rogerhanin paolostoppa suzydelair eduardopassarelli francavaleri renatoterra,crime drama thriller,simone fifth son vincenzo already lives ciro impact breathtaking realism mother prostitute work widow relationship boxer milan illegal murder son matriarch class brother prostitution working love alaindelon anniegirardot renatosalvatori katinapaxinou spirosfocás roccovidolazzi claudiacardinale alessandrapanaro maxcartier corradopani claudiamori adrianaasti enzofiermonte ninocastelnuovo rosarioborelli rogerhanin paolostoppa suzydelair eduardopassarelli francavaleri renatoterra crime drama thriller
1477,26581,Dr. Who and the Daleks,2.1879419999999996,doctor robotic mutant daleks overview written time,big screen colour,time travel,petercushing roycastle jennielinden robertatovey barrieingham michaelcoles geoffreytoone,sciencefiction adventure,doctor robotic mutant daleks overview written time big screen colour time travel petercushing roycastle jennielinden robertatovey barrieingham michaelcoles geoffreytoone sciencefiction adventure
1478,342,Summer Storm,3.8945489999999996,crew local club upcoming summer camp totally,,coming summer nudity lgbt sexual heterosexual lovesickness sex holiday identity out teenage gay tent friendship camp male lake youth sport crush row competition camping,robertstadlober kostjaullmann alicjabachledacuruś jürgentonkel tristanocasanova miriammorgenstern marlonkittel hannokoffler josephmbarek alexamariasurholt jefffischer michaelwiesner benjaminvilzmann ludwigblochberger,comedy drama,crew local club upcoming summer camp totally  coming summer nudity lgbt sexual heterosexual lovesickness sex holiday identity out teenage gay tent friendship camp male lake youth sport crush row competition camping robertstadlober kostjaullmann alicjabachledacuruś jürgentonkel tristanocasanova miriammorgenstern marlonkittel hannokoffler josephmbarek alexamariasurholt jefffischer michaelwiesner benjaminvilzmann ludwigblochberger comedy drama
1479,613,Downfall,7.692239999999999,hitler third reich adolf proclaims germany allied,nation awaits itsdownfall,ultimate politics party figure testament ii and soviet socialist socialism capitulation hitler war dictator clerk race adolf dying minister poison troops historical destroy despair ideology german national traitor berlin victory death world shepherd,brunoganz alexandramarialara corinnaharfouch ulrichmatthes julianeköhler heinoferch christianberkel thomaskretschmann ulrichnoethen birgitminichmayr rolfkanies justusvondohnányi michaelmendl andréhennicke christianredl götzotto thomaslimpinsel thomasthieme donevangunia matthiashabich alexanderheld devidstriesow dietermann bettinaredlich heinrichschmieder annathalbach dietrichhollinderbäumer ulrikekrumbiegel karlkranzkowski thorstenkrohn jürgentonkel fabianbusch christianhoening dirkborchardt elizavetaboyarskaya michaelbrandner igorbubenchikov martinbutzke dmitriybykovskiyromashov mathiasgnädinger bohdangraczyk norbertheckner ennohesse juliajentsch michaelkind elisabethvonkoch konstantinlukashov stefanmehren katerinapoladjan olegpopov tanjaschleiff christianschmidt augustschmölzer jurijschrader mariasemenova igorsergeev klausjürgensteinmann oliverstritzel veitstübner vsevolodtsurilo henningpeker dieterrupp,drama history war,hitler third reich adolf proclaims germany allied nation awaits itsdownfall ultimate politics party figure testament ii and soviet socialist socialism capitulation hitler war dictator clerk race adolf dying minister poison troops historical destroy despair ideology german national traitor berlin victory death world shepherd brunoganz alexandramarialara corinnaharfouch ulrichmatthes julianeköhler heinoferch christianberkel thomaskretschmann ulrichnoethen birgitminichmayr rolfkanies justusvondohnányi michaelmendl andréhennicke christianredl götzotto thomaslimpinsel thomasthieme donevangunia matthiashabich alexanderheld devidstriesow dietermann bettinaredlich heinrichschmieder annathalbach dietrichhollinderbäumer ulrikekrumbiegel karlkranzkowski thorstenkrohn jürgentonkel fabianbusch christianhoening dirkborchardt elizavetaboyarskaya michaelbrandner igorbubenchikov martinbutzke dmitriybykovskiyromashov mathiasgnädinger bohdangraczyk norbertheckner ennohesse juliajentsch michaelkind elisabethvonkoch konstantinlukashov stefanmehren katerinapoladjan olegpopov tanjaschleiff christianschmidt augustschmölzer jurijschrader mariasemenova igorsergeev klausjürgensteinmann oliverstritzel veitstübner vsevolodtsurilo henningpeker dieterrupp drama history war
1480,273,The White Sound,3.10114,new young schizophrenic man relationship town head,,cinema suicide and university spain dying attempt wave drug schizophrenia shower sister celebration relationship hippie cologne paranoia death brother roommate,danielbrühl patrickjoswig katharinaschüttler ilsestrambowski michaelschütz enohünninger,drama,new young schizophrenic man relationship town head  cinema suicide and university spain dying attempt wave drug schizophrenia shower sister celebration relationship hippie cologne paranoia death brother roommate danielbrühl patrickjoswig katharinaschüttler ilsestrambowski michaelschütz enohünninger drama
1481,8968,Boogeyman,9.704289,father horrible monster fueling young childrens nightmares,story thought,nightmare hallucination psychotherapy breakup hometown childhood trauma,emilydeschanel barrywatson skyemccolebartusiak lucylawless torymussett oliviatennet aaronmurphy andrewglover scottwills robynmalcolm charlesmesure philipgordon jenniferrucker michaelsaccente louisewallace brendasimmons josietweed,thriller horror drama mystery,father horrible monster fueling young childrens nightmares story thought nightmare hallucination psychotherapy breakup hometown childhood trauma emilydeschanel barrywatson skyemccolebartusiak lucylawless torymussett oliviatennet aaronmurphy andrewglover scottwills robynmalcolm charlesmesure philipgordon jenniferrucker michaelsaccente louisewallace brendasimmons josietweed thriller horror drama mystery
1482,6961,The Wedding Date,5.615303,kat younger sister fast approaching ellis faces,love doesnt come,escort novel wedding woman fake based callboy boyfriend on director,debramessing dermotmulroney amyadams jackdavenport jeremysheffield peteregan sarahparish hollandtaylor jaysimon daniellelewis,comedy romance,kat younger sister fast approaching ellis faces love doesnt come escort novel wedding woman fake based callboy boyfriend on director debramessing dermotmulroney amyadams jackdavenport jeremysheffield peteregan sarahparish hollandtaylor jaysimon daniellelewis comedy romance
1483,2517,Nobody Knows,5.196429,akira keiko mother twelve years old son,,sister relationship loss of season brother mother japan,yuyayagira ayukitaura hieikimura momokoshimizu hanaekan you ryokase,drama,akira keiko mother twelve years old son  sister relationship loss of season brother mother japan yuyayagira ayukitaura hieikimura momokoshimizu hanaekan you ryokase drama
1484,661,The Marriage of Maria Braun,2.6172720000000003,war economic miracles happy career circumstances wants,,german cinema new economic woman empowerment miracle ii marriage world market war black penitentiary strong,hannaschygulla klauslöwitsch ivandesny georgeeagles giselauhlen elisabethtrissenaar gottfriedjohn harkbohm günterlamprecht lilopempeit michaelballhaus rainerwernerfassbinder,war drama,war economic miracles happy career circumstances wants  german cinema new economic woman empowerment miracle ii marriage world market war black penitentiary strong hannaschygulla klauslöwitsch ivandesny georgeeagles giselauhlen elisabethtrissenaar gottfriedjohn harkbohm günterlamprecht lilopempeit michaelballhaus rainerwernerfassbinder war drama
1485,2436,Double Dragon,5.190767,brothers medallion evil gang leader named bo,power justice darkness,mutant favorite arcade earthquake game ruins on based cult talisman postapocalyptic los angeles video,robertpatrick markdacascos scottwolf kristinawagner julianickson alyssamilano nilsallenstewart henrykingi johnasher alleong jeffimada michaelberryman vannawhite andydick,action adventure comedy sciencefiction,brothers medallion evil gang leader named bo power justice darkness mutant favorite arcade earthquake game ruins on based cult talisman postapocalyptic los angeles video robertpatrick markdacascos scottwolf kristinawagner julianickson alyssamilano nilsallenstewart henrykingi johnasher alleong jeffimada michaelberryman vannawhite andydick action adventure comedy sciencefiction
1486,42011,A Taxing Woman,0.757468,tax gondo job catch wheelerdealer hideki tough,wont tell yen,,nobukomiyamoto tsutomuyamazaki masahikotsugawa yasuodaichi kinzohsakura hajimeasô kirikoshimizu kazuyomatsui hideomurota machikowatanabe shôtarôtakeuchi mitsuhikokiyohisa akirashioji kôichiueda yûsukenagumo tadashiokuno gilyakamagasaki marikookada,comedy crime,tax gondo job catch wheelerdealer hideki tough wont tell yen  nobukomiyamoto tsutomuyamazaki masahikotsugawa yasuodaichi kinzohsakura hajimeasô kirikoshimizu kazuyomatsui hideomurota machikowatanabe shôtarôtakeuchi mitsuhikokiyohisa akirashioji kôichiueda yûsukenagumo tadashiokuno gilyakamagasaki marikookada comedy crime
1487,7454,The Bunker,4.415318,german belgian border seven soldiers survive tunnel,,german bunker nazis tunnel ii ardennes world war soldier,jasonflemyng andrewtiernan christopherfairbank jackdavenport andrewleepotts simonkunz johncarlisle charleyboorman nicholashamnett peteroconnor iainmckee,action history horror,german belgian border seven soldiers survive tunnel  german bunker nazis tunnel ii ardennes world war soldier jasonflemyng andrewtiernan christopherfairbank jackdavenport andrewleepotts simonkunz johncarlisle charleyboorman nicholashamnett peteroconnor iainmckee action history horror
1488,41569,The Nomi Song,0.468995,opera like rock music fame death friendship,,,davidbowie calvinchurchman klausnomi annmagnuson gabrielelafari davidmcdermott pagewood tonyfrere,documentary foreign,opera like rock music fame death friendship   davidbowie calvinchurchman klausnomi annmagnuson gabrielelafari davidmcdermott pagewood tonyfrere documentary foreign
1489,561,Constantine,9.615691,contemporary los angeles twin sister investigation takes,heaven wont take,supernatural confession holy aftercreditsstinger comic angel demon on based occult gabriel exorcism lucifer archangel water,keanureeves rachelweisz shialabeouf djimonhounsou maxbaker pruitttaylorvince gavinrossdale tildaswinton peterstormare jesseramirez josézúñiga lazalonso aprilgrace michellemonaghan larrycedar barbarapilavin,drama fantasy horror,contemporary los angeles twin sister investigation takes heaven wont take supernatural confession holy aftercreditsstinger comic angel demon on based occult gabriel exorcism lucifer archangel water keanureeves rachelweisz shialabeouf djimonhounsou maxbaker pruitttaylorvince gavinrossdale tildaswinton peterstormare jesseramirez josézúñiga lazalonso aprilgrace michellemonaghan larrycedar barbarapilavin drama fantasy horror
1490,8340,Turtles Can Fly,3.2816080000000003,young children near saddam regime fly tells,,muslim bicycle electricity boy tank war iraq dead refugee landmine child village,soranebrahim avazlatif saddamhosseinfeysal hireshfeysalrahman abdolrahmankarim ajilzibari,drama,young children near saddam regime fly tells  muslim bicycle electricity boy tank war iraq dead refugee landmine child village soranebrahim avazlatif saddamhosseinfeysal hireshfeysalrahman abdolrahmankarim ajilzibari drama
1491,6414,Beautiful Boxer,1.722765,thai boxing unnerving sex change operation makeup,,muay transgender bangkok lgbt asia asian gay monk thailand thai thaiboxen buddhist transsexuality identity,asaneesuwan sorapongchatree ornanongpanyawong nukkidboonthong sitipornniyom kyôkoinoue keagankang sarawuthtangchit nateepongsopol yukahyodo,drama,thai boxing unnerving sex change operation makeup  muay transgender bangkok lgbt asia asian gay monk thailand thai thaiboxen buddhist transsexuality identity asaneesuwan sorapongchatree ornanongpanyawong nukkidboonthong sitipornniyom kyôkoinoue keagankang sarawuthtangchit nateepongsopol yukahyodo drama
